date,tournament,tourney_level,surface,best_of,player_a,player_b,player_a_win,game_margin,a_rank,b_rank,a_age,b_age,a_height,b_height,a_hand,b_hand,a_elo,a_surface_elo,a_last10_win_pct,a_last25_win_pct,a_last10_margin,a_last25_margin,a_spw_last10,a_spw_last25,a_rpw_last10,a_rpw_last25,a_dominance_last10,a_dominance_last25,a_total_points_won_last10,a_total_points_won_last25,a_first_in_last10,a_first_in_last25,a_ace_rate_last10,a_ace_rate_last25,a_df_rate_last10,a_df_rate_last25,a_bp_save_last10,a_bp_save_last25,a_bp_convert_last10,a_bp_convert_last25,a_hold_proxy_last10,a_hold_proxy_last25,a_break_proxy_last10,a_break_proxy_last25,a_spw_plus_last10,a_spw_plus_last25,a_rpw_plus_last10,a_rpw_plus_last25,a_tiebreak_win_pct_last25,a_deciding_set_win_pct_last25,a_tiebreaks_played_last25,a_surface_last10_win_pct,a_surface_last10_margin,a_surface_spw_last10,a_surface_rpw_last10,a_surface_dominance_last10,a_surface_hold_proxy_last10,a_surface_break_proxy_last10,a_matches_last7,a_matches_last14,a_sets_last7,a_games_last7,a_minutes_last7,a_days_rest,b_elo,b_surface_elo,b_last10_win_pct,b_last25_win_pct,b_last10_margin,b_last25_margin,b_spw_last10,b_spw_last25,b_rpw_last10,b_rpw_last25,b_dominance_last10,b_dominance_last25,b_total_points_won_last10,b_total_points_won_last25,b_first_in_last10,b_first_in_last25,b_ace_rate_last10,b_ace_rate_last25,b_df_rate_last10,b_df_rate_last25,b_bp_save_last10,b_bp_save_last25,b_bp_convert_last10,b_bp_convert_last25,b_hold_proxy_last10,b_hold_proxy_last25,b_break_proxy_last10,b_break_proxy_last25,b_spw_plus_last10,b_spw_plus_last25,b_rpw_plus_last10,b_rpw_plus_last25,b_tiebreak_win_pct_last25,b_deciding_set_win_pct_last25,b_tiebreaks_played_last25,b_surface_last10_win_pct,b_surface_last10_margin,b_surface_spw_last10,b_surface_rpw_last10,b_surface_dominance_last10,b_surface_hold_proxy_last10,b_surface_break_proxy_last10,b_matches_last7,b_matches_last14,b_sets_last7,b_games_last7,b_minutes_last7,b_days_rest,elo_diff,surface_elo_diff,last10_win_pct_diff,last25_win_pct_diff,last10_margin_diff,last25_margin_diff,surface_last10_win_pct_diff,surface_last10_margin_diff,surface_spw_last10_diff,surface_rpw_last10_diff,surface_dominance_last10_diff,hold_proxy_last10_diff,hold_proxy_last25_diff,break_proxy_last10_diff,break_proxy_last25_diff,surface_hold_proxy_last10_diff,surface_break_proxy_last10_diff,spw_plus_last10_diff,spw_plus_last25_diff,rpw_plus_last10_diff,rpw_plus_last25_diff,tiebreak_win_pct_last25_diff,deciding_set_win_pct_last25_diff,tiebreaks_played_last25_diff,spw_last10_diff,spw_last25_diff,rpw_last10_diff,rpw_last25_diff,dominance_last10_diff,dominance_last25_diff,total_points_won_last10_diff,total_points_won_last25_diff,first_in_last10_diff,first_in_last25_diff,ace_rate_last10_diff,ace_rate_last25_diff,df_rate_last10_diff,df_rate_last25_diff,bp_save_last10_diff,bp_save_last25_diff,bp_convert_last10_diff,bp_convert_last25_diff,matches_last7_diff,matches_last14_diff,sets_last7_diff,games_last7_diff,minutes_last7_diff,days_rest_diff,rank_diff,age_diff,height_diff,same_handedness,elo_ratio_gap,a_serve_vs_b_return_edge,b_serve_vs_a_return_edge,serve_return_interaction_diff,ace_vs_return_pressure_diff,df_vs_return_pressure_diff
2024-01-01,Hong Kong,250,Hard,3,Emil Ruusuvuori,Benjamin Bonzi,1,8.0,69.0,73.0,24.75,27.562,188.0,183.0,R,R,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,4.0,-2.812000000000001,5.0,same,0.0,,,,,
2024-01-01,United Cup,A,Hard,3,Zhizhen Zhang,Novak Djokovic,0,-7.0,58.0,1.0,27.209,36.613,193.0,188.0,R,R,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,-57.0,-9.404,5.0,same,0.0,,,,,
2024-01-01,United Cup,A,Hard,3,Borna Coric,Tallon Griekspoor,1,3.0,37.0,23.0,27.129,27.499,188.0,188.0,R,R,1484.736306793522,1482.931713512082,0.0,0.0,-7.0,-7.0,0.5660377358490566,0.5660377358490566,0.24,0.24,0.5530434782608695,0.5530434782608695,0.4077669902912621,0.4077669902912621,0.7169811320754716,0.7169811320754716,0.05660377358490566,0.05660377358490566,0.018867924528301886,0.018867924528301886,0.5,0.5,0.0,0.0,0.5330188679245282,0.5330188679245282,0.12,0.12,0.18142235123367195,0.18142235123367195,-0.4822222222222222,-0.4822222222222222,,,,0.0,-7.0,0.5660377358490566,0.24,0.5530434782608695,0.5330188679245282,0.12,1.0,1.0,0.0,5.0,89.0,0.0,1484.0,1482.0,0.0,0.0,-5.0,-5.0,0.6153846153846154,0.6153846153846154,0.2777777777777778,0.2777777777777778,0.7222222222222223,0.7222222222222223,0.44339622641509435,0.44339622641509435,0.6346153846153846,0.6346153846153846,0.09615384615384616,0.09615384615384616,0.038461538461538464,0.038461538461538464,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.5934065934065934,0.5934065934065934,0.3055555555555556,0.3055555555555556,,,,,,,,0.0,-5.0,0.6153846153846154,0.2777777777777778,0.7222222222222223,0.5934065934065934,0.3055555555555556,1.0,1.0,0.0,7.0,71.0,0.0,0.7363067935220897,0.9317135120820694,0.0,0.0,-2.0,-2.0,0.0,-2.0,-0.04934687953555883,-0.0377777777777778,-0.1691787439613528,-0.06038772548206517,-0.06038772548206517,-0.18555555555555558,-0.18555555555555558,-0.06038772548206517,-0.18555555555555558,,,,,,,,-0.04934687953555883,-0.04934687953555883,-0.0377777777777778,-0.0377777777777778,-0.1691787439613528,-0.1691787439613528,-0.03562923612383223,-0.03562923612383223,0.08236574746008707,0.08236574746008707,-0.0395500725689405,-0.0395500725689405,-0.019593613933236578,-0.019593613933236578,-0.0714285714285714,-0.0714285714285714,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,-2.0,18.0,0.0,-14.0,-0.36999999999999744,0.0,same,0.1954067185599797,0.4219077568134172,0.4276923076923077,-0.005784550878890515,-0.0773278503467183,-0.01818416384454122
2024-01-01,United Cup,A,Hard,3,Borna Coric,Casper Ruud,0,-7.0,37.0,11.0,27.129,25.027,188.0,183.0,R,R,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1516.0,1518.0,1.0,1.0,5.0,5.0,0.7222222222222222,0.7222222222222222,0.38461538461538464,0.38461538461538464,1.3846153846153846,1.3846153846153846,0.5566037735849056,0.5566037735849056,0.7222222222222222,0.7222222222222222,0.12962962962962962,0.12962962962962962,0.037037037037037035,0.037037037037037035,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.6944444444444444,0.6944444444444444,0.4065934065934066,0.4065934065934066,,,,,,,,1.0,5.0,0.7222222222222222,0.38461538461538464,1.3846153846153846,0.6944444444444444,0.4065934065934066,1.0,1.0,2.0,12.0,71.0,0.0,-16.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-2.0,-12.0,-71.0,,-26.0,2.1020000000000003,5.0,same,-2.0,0.38461538461538464,0.7222222222222222,-0.3376068376068376,,
2024-01-01,United Cup,A,Hard,3,Casper Ruud,Tallon Griekspoor,1,5.0,11.0,23.0,25.027,27.499,183.0,188.0,R,R,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,12.0,-2.4719999999999978,-5.0,same,0.0,,,,,
2024-01-01,Brisbane,250,Hard,3,Holger Rune,Grigor Dimitrov,0,-3.0,8.0,14.0,20.676,32.63,188.0,191.0,R,R,1564.0,1572.0,1.0,1.0,4.0,4.0,0.7138812576312576,0.7138812576312576,0.3725299975299976,0.3725299975299976,1.307571426555384,1.307571426555384,0.5369523716865499,0.5369523716865499,0.6631105006105006,0.6631105006105006,0.1489392551892552,0.1489392551892552,0.019383394383394384,0.019383394383394384,0.7333333333333334,0.7333333333333334,0.41309523809523807,0.41309523809523807,0.7236072954822955,0.7236072954822955,0.3928126178126178,0.3928126178126178,0.34354945380567,0.34354945380567,-0.36519556529169606,-0.36519556529169606,1.0,1.0,1.0,1.0,4.0,0.7138812576312576,0.3725299975299976,1.307571426555384,0.7236072954822955,0.3928126178126178,4.0,4.0,8.0,59.0,449.0,0.0,1564.0,1572.0,1.0,1.0,6.25,6.25,0.7569821623589371,0.7569821623589371,0.4393925750503147,0.4393925750503147,1.9400908105299814,1.9400908105299814,0.5930889118307614,0.5930889118307614,0.6469348380050964,0.6469348380050964,0.17353294503094285,0.17353294503094285,0.03338915180196578,0.03338915180196578,0.9,0.9,0.47023809523809523,0.47023809523809523,0.8284910811794686,0.8284910811794686,0.45481533514420497,0.45481533514420497,0.4301335006711727,0.4301335006711727,-0.24586200298397456,-0.24586200298397456,,1.0,,1.0,6.25,0.7569821623589371,0.4393925750503147,1.9400908105299814,0.8284910811794686,0.45481533514420497,4.0,4.0,8.0,54.0,401.0,0.0,0.0,0.0,0.0,0.0,-2.25,-2.25,0.0,-2.25,-0.04310090472767947,-0.0668625775203171,-0.6325193839745975,-0.10488378569717305,-0.10488378569717305,-0.06200271733158719,-0.06200271733158719,-0.10488378569717305,-0.06200271733158719,-0.0865840468655027,-0.0865840468655027,-0.11933356230772149,-0.11933356230772149,,0.0,,-0.04310090472767947,-0.04310090472767947,-0.0668625775203171,-0.0668625775203171,-0.6325193839745975,-0.6325193839745975,-0.056136540144211544,-0.056136540144211544,0.01617566260540415,0.01617566260540415,-0.024593689841687666,-0.024593689841687666,-0.014005757418571393,-0.014005757418571393,-0.16666666666666663,-0.16666666666666663,-0.05714285714285716,-0.05714285714285716,0.0,0.0,0.0,5.0,48.0,0.0,6.0,-11.954000000000004,-3.0,same,0.0,0.5766369163407862,0.5647560799444673,0.011880836396318872,-0.09145626736200477,-0.05285682010174571
2024-01-01,Brisbane,250,Hard,3,Holger Rune,Roman Safiullin,1,3.0,8.0,39.0,20.676,26.401,188.0,185.0,R,R,1548.0,1554.0,1.0,1.0,4.333333333333333,4.333333333333333,0.7203601953601954,0.7203601953601954,0.37044403711070384,0.37044403711070384,1.3302054282446443,1.3302054282446443,0.5347770752922113,0.5347770752922113,0.6619251119251119,0.6619251119251119,0.16617826617826617,0.16617826617826617,0.007326007326007327,0.007326007326007327,0.8111111111111112,0.8111111111111112,0.45555555555555555,0.45555555555555555,0.7657356532356533,0.7657356532356533,0.4129997963331296,0.4129997963331296,0.3360675647085747,0.3360675647085747,-0.3755041255041255,-0.3755041255041255,1.0,1.0,1.0,1.0,4.333333333333333,0.7203601953601954,0.37044403711070384,1.3302054282446443,0.7657356532356533,0.4129997963331296,3.0,3.0,6.0,46.0,352.0,0.0,1548.0,1554.0,1.0,1.0,4.0,4.0,0.7233663236547159,0.7233663236547159,0.33593121244458396,0.33593121244458396,1.2208855209596965,1.2208855209596965,0.5306441081088968,0.5306441081088968,0.5839068405759105,0.5839068405759105,0.13252694739225512,0.13252694739225512,0.045770545462490146,0.045770545462490146,0.8650793650793651,0.8650793650793651,0.2596801346801347,0.2596801346801347,0.7942228443670404,0.7942228443670404,0.2978056735623593,0.2978056735623593,0.38907105202131054,0.38907105202131054,-0.3851663948554459,-0.3851663948554459,0.5,1.0,1.3333333333333333,1.0,4.0,0.7233663236547159,0.33593121244458396,1.2208855209596965,0.7942228443670404,0.2978056735623593,3.0,3.0,6.0,50.0,451.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333304,0.33333333333333304,0.0,0.33333333333333304,-0.003006128294520516,0.03451282466611988,0.10931990728494778,-0.02848719113138709,-0.02848719113138709,0.11519412277077029,0.11519412277077029,-0.02848719113138709,0.11519412277077029,-0.05300348731273585,-0.05300348731273585,0.009662269351320418,0.009662269351320418,0.5,0.0,-0.33333333333333326,-0.003006128294520516,-0.003006128294520516,0.03451282466611988,0.03451282466611988,0.10931990728494778,0.10931990728494778,0.004132967183314462,0.004132967183314462,0.07801827134920147,0.07801827134920147,0.03365131878601105,0.03365131878601105,-0.03844453813648282,-0.03844453813648282,-0.05396825396825389,-0.05396825396825389,0.19587542087542087,0.19587542087542087,0.0,0.0,0.0,-4.0,-99.0,0.0,31.0,-5.725000000000001,3.0,same,0.0,0.5281457039023897,0.5469051803827099,-0.01875947648032017,0.06816414345213093,0.0729573628026027
2024-01-01,Brisbane,250,Hard,3,Jordan Thompson,Grigor Dimitrov,0,-5.0,55.0,14.0,29.7,32.63,183.0,191.0,R,R,1548.0,1554.0,1.0,1.0,4.5,4.5,0.6952532907857998,0.6952532907857998,0.41203703703703703,0.41203703703703703,1.4141894087069524,1.4141894087069524,0.5488479262672811,0.5488479262672811,0.611687275628241,0.611687275628241,0.11278420422816116,0.11278420422816116,0.02463103310729956,0.02463103310729956,0.375,0.375,0.5833333333333333,0.5833333333333333,0.5351266453928998,0.5351266453928998,0.4976851851851852,0.4976851851851852,0.19606213712715503,0.19606213712715503,-0.4617552334943639,-0.4617552334943639,1.0,1.0,1.0,1.0,4.5,0.6952532907857998,0.41203703703703703,1.4141894087069524,0.5351266453928998,0.4976851851851852,3.0,3.0,4.0,30.0,302.0,0.0,1548.0,1554.0,1.0,1.0,6.666666666666667,6.666666666666667,0.7655284552845529,0.7655284552845529,0.4568245086692368,0.4568245086692368,2.106501009022054,2.106501009022054,0.6021547248182761,0.6021547248182761,0.6386991869918699,0.6386991869918699,0.18162601626016261,0.18162601626016261,0.029593495934959347,0.029593495934959347,0.8666666666666667,0.8666666666666667,0.5317460317460317,0.5317460317460317,0.8160975609756097,0.8160975609756097,0.4942852702076343,0.4942852702076343,0.48554712773423275,0.48554712773423275,-0.21471474617983616,-0.21471474617983616,,1.0,,1.0,6.666666666666667,0.7655284552845529,0.4568245086692368,2.106501009022054,0.8160975609756097,0.4942852702076343,3.0,3.0,6.0,41.0,292.0,0.0,0.0,0.0,0.0,0.0,-2.166666666666667,-2.166666666666667,0.0,-2.166666666666667,-0.07027516449875315,-0.04478747163219976,-0.6923116003151015,-0.2809709155827099,-0.2809709155827099,0.0033999149775508775,0.0033999149775508775,-0.2809709155827099,0.0033999149775508775,-0.2894849906070777,-0.2894849906070777,-0.24704048731452777,-0.24704048731452777,,0.0,,-0.07027516449875315,-0.07027516449875315,-0.04478747163219976,-0.04478747163219976,-0.6923116003151015,-0.6923116003151015,-0.05330679855099507,-0.05330679855099507,-0.027011911363628904,-0.027011911363628904,-0.06884181203200146,-0.06884181203200146,-0.004962462827659785,-0.004962462827659785,-0.4916666666666667,-0.4916666666666667,0.051587301587301515,0.051587301587301515,0.0,0.0,-2.0,-11.0,10.0,0.0,-41.0,-2.9300000000000033,-8.0,same,0.0,0.5760388997275183,0.588782746160795,-0.01274384643327664,-0.11362928366420122,-0.03982500880453997
2024-01-01,Brisbane,250,Hard,3,Matteo Arnaldi,Roman Safiullin,0,-5.0,44.0,39.0,22.856,26.401,185.0,185.0,R,R,1532.0,1536.0,1.0,1.0,1.5,1.5,0.7190573770491804,0.7190573770491804,0.2797314214180039,0.2797314214180039,0.9993062360423235,0.9993062360423235,0.5063639537069359,0.5063639537069359,0.5454918032786886,0.5454918032786886,0.08084016393442622,0.08084016393442622,0.026946721311475408,0.026946721311475408,0.75,0.75,0.55,0.55,0.7345286885245902,0.7345286885245902,0.4148657107090019,0.4148657107090019,0.3076086956521739,0.3076086956521739,-0.35285971472095273,-0.35285971472095273,0.5,1.0,2.0,1.0,1.5,0.7190573770491804,0.2797314214180039,0.9993062360423235,0.7345286885245902,0.4148657107090019,2.0,2.0,4.0,35.0,311.0,0.0,1532.0,1536.0,1.0,1.0,3.5,3.5,0.7425837320574162,0.7425837320574162,0.31549102156542663,0.31549102156542663,1.233344664552336,1.233344664552336,0.5283605283605284,0.5283605283605284,0.5813397129186603,0.5813397129186603,0.13714658547194433,0.13714658547194433,0.048107872988255765,0.048107872988255765,0.9642857142857143,0.9642857142857143,0.20202020202020202,0.20202020202020202,0.8534347231715653,0.8534347231715653,0.2587556117928143,0.2587556117928143,0.37294201861131,0.37294201861131,-0.42808700686461,-0.42808700686461,0.25,1.0,1.5,1.0,3.5,0.7425837320574162,0.31549102156542663,1.233344664552336,0.8534347231715653,0.2587556117928143,2.0,2.0,4.0,37.0,331.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-0.023526355008235855,-0.03575960014742274,-0.23403842851001255,-0.11890603464697513,-0.11890603464697513,0.1561100989161876,0.1561100989161876,-0.11890603464697513,0.1561100989161876,-0.06533332295913608,-0.06533332295913608,0.07522729214365725,0.07522729214365725,0.25,0.0,0.5,-0.023526355008235855,-0.023526355008235855,-0.03575960014742274,-0.03575960014742274,-0.23403842851001255,-0.23403842851001255,-0.021996574653592504,-0.021996574653592504,-0.03584790963997164,-0.03584790963997164,-0.05630642153751811,-0.05630642153751811,-0.021161151676780357,-0.021161151676780357,-0.2142857142857143,-0.2142857142857143,0.34797979797979806,0.34797979797979806,0.0,0.0,0.0,-2.0,-20.0,0.0,-5.0,-3.544999999999998,0.0,same,0.0,0.5172741993073036,0.5111575767377101,0.006116622569593444,-0.09206602168494085,-0.014598448470642386
2024-01-01,Brisbane,250,Hard,3,Jordan Thompson,Rafael Nadal,1,2.0,55.0,672.0,29.7,37.58,183.0,185.0,R,L,1532.0,1536.0,1.0,1.0,7.0,7.0,0.7391304347826086,0.7391304347826086,0.48148148148148145,0.48148148148148145,1.8456790123456785,1.8456790123456785,0.6,0.6,0.6086956521739131,0.6086956521739131,0.15217391304347827,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.0,0.0,0.5,0.5,0.3695652173913043,0.3695652173913043,0.4907407407407407,0.4907407407407407,,,,,,,,1.0,7.0,0.7391304347826086,0.48148148148148145,1.8456790123456785,0.3695652173913043,0.4907407407407407,2.0,2.0,2.0,12.0,96.0,0.0,1532.0,1536.0,1.0,1.0,8.0,8.0,0.8043478260869565,0.8043478260869565,0.4553140096618358,0.4553140096618358,2.4907407407407405,2.4907407407407405,0.6202173913043478,0.6202173913043478,0.6630434782608696,0.6630434782608696,0.07608695652173914,0.07608695652173914,0.043478260869565216,0.043478260869565216,1.0,1.0,0.5833333333333333,0.5833333333333333,0.8695652173913043,0.8695652173913043,0.5193236714975845,0.5193236714975845,0.3534161490683229,0.3534161490683229,-0.05720823798627006,-0.05720823798627006,,,,1.0,8.0,0.8043478260869565,0.4553140096618358,2.4907407407407405,0.8695652173913043,0.5193236714975845,2.0,2.0,4.0,25.0,173.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-0.0652173913043479,0.026167471819645682,-0.6450617283950619,-0.5,-0.5,-0.028582930756843816,-0.028582930756843816,-0.5,-0.028582930756843816,,,,,,,,-0.0652173913043479,-0.0652173913043479,0.026167471819645682,0.026167471819645682,-0.6450617283950619,-0.6450617283950619,-0.020217391304347854,-0.020217391304347854,-0.05434782608695654,-0.05434782608695654,0.07608695652173914,0.07608695652173914,-0.021739130434782608,-0.021739130434782608,-1.0,-1.0,-0.08333333333333326,-0.08333333333333326,0.0,0.0,-2.0,-13.0,-77.0,0.0,617.0,-7.879999999999999,-2.0,different,0.0,0.5972222222222222,0.642914653784219,-0.04569243156199676,0.10225442834138482,0.04790660225442829
